/home/nttung/anaconda3/envs/detectron2/lib/python3.6/site-packages/torchvision/transforms/transforms.py:286: UserWarning: The use of the transforms.Scale transform is deprecated, please use transforms.Resize instead.
[epoch_13, batch_1200] loss: 0.049
[epoch_13, batch_1250] loss: 0.038
[epoch_13, batch_1300] loss: 0.042
[epoch_13, batch_1350] loss: 0.043
[epoch_14, batch_50] loss: 0.070
[epoch_14, batch_100] loss: 0.042
[epoch_14, batch_150] loss: 0.038
[epoch_14, batch_200] loss: 0.040
[epoch_14, batch_250] loss: 0.036
[epoch_14, batch_300] loss: 0.042
[epoch_14, batch_350] loss: 0.034
[epoch_14, batch_400] loss: 0.041
[epoch_14, batch_450] loss: 0.033
[epoch_14, batch_500] loss: 0.071
[epoch_14, batch_550] loss: 0.039
[epoch_14, batch_600] loss: 0.036
[epoch_14, batch_650] loss: 0.043
[epoch_14, batch_700] loss: 0.030
[epoch_14, batch_750] loss: 0.057
[epoch_14, batch_800] loss: 0.039
[epoch_14, batch_850] loss: 0.034
[epoch_14, batch_900] loss: 0.034
[epoch_14, batch_950] loss: 0.050
[epoch_14, batch_1000] loss: 0.043
[epoch_14, batch_1050] loss: 0.037
[epoch_14, batch_1100] loss: 0.046
[epoch_14, batch_1150] loss: 0.038
[epoch_14, batch_1200] loss: 0.038
[epoch_14, batch_1250] loss: 0.045
[epoch_14, batch_1300] loss: 0.036
[epoch_14, batch_1350] loss: 0.036
[epoch_15, batch_50] loss: 0.063
[epoch_15, batch_100] loss: 0.044
[epoch_15, batch_150] loss: 0.033
[epoch_15, batch_200] loss: 0.050
[epoch_15, batch_250] loss: 0.037
[epoch_15, batch_300] loss: 0.039
[epoch_15, batch_350] loss: 0.031
[epoch_15, batch_400] loss: 0.036
[epoch_15, batch_450] loss: 0.037
[epoch_15, batch_500] loss: 0.037
[epoch_15, batch_550] loss: 0.045
[epoch_15, batch_600] loss: 0.038
[epoch_15, batch_650] loss: 0.030
[epoch_15, batch_700] loss: 0.032
[epoch_15, batch_750] loss: 0.031
[epoch_15, batch_800] loss: 0.042
[epoch_15, batch_850] loss: 0.036
[epoch_15, batch_900] loss: 0.043
[epoch_15, batch_950] loss: 0.041
[epoch_15, batch_1000] loss: 0.032
[epoch_15, batch_1050] loss: 0.043
[epoch_15, batch_1100] loss: 0.050
[epoch_15, batch_1150] loss: 0.043
[epoch_15, batch_1200] loss: 0.037
[epoch_15, batch_1250] loss: 0.035
[epoch_15, batch_1300] loss: 0.038
[epoch_15, batch_1350] loss: 0.038
[epoch_16, batch_50] loss: 0.064
[epoch_16, batch_100] loss: 0.034
[epoch_16, batch_150] loss: 0.032
[epoch_16, batch_200] loss: 0.035
[epoch_16, batch_250] loss: 0.037
[epoch_16, batch_300] loss: 0.032
[epoch_16, batch_350] loss: 0.032
[epoch_16, batch_400] loss: 0.026
[epoch_16, batch_450] loss: 0.036
[epoch_16, batch_500] loss: 0.032
[epoch_16, batch_550] loss: 0.037
[epoch_16, batch_600] loss: 0.041
[epoch_16, batch_650] loss: 0.026
[epoch_16, batch_700] loss: 0.039
[epoch_16, batch_750] loss: 0.033
[epoch_16, batch_800] loss: 0.029
[epoch_16, batch_850] loss: 0.043
[epoch_16, batch_900] loss: 0.048
[epoch_16, batch_950] loss: 0.036
[epoch_16, batch_1000] loss: 0.033
[epoch_16, batch_1050] loss: 0.033
[epoch_16, batch_1100] loss: 0.047
[epoch_16, batch_1150] loss: 0.039
[epoch_16, batch_1200] loss: 0.039
[epoch_16, batch_1250] loss: 0.038
[epoch_16, batch_1300] loss: 0.034
[epoch_16, batch_1350] loss: 0.049
[epoch_17, batch_50] loss: 0.052
[epoch_17, batch_100] loss: 0.030
[epoch_17, batch_150] loss: 0.031
[epoch_17, batch_200] loss: 0.039
[epoch_17, batch_250] loss: 0.030
[epoch_17, batch_300] loss: 0.024
[epoch_17, batch_350] loss: 0.030
[epoch_17, batch_400] loss: 0.030
[epoch_17, batch_450] loss: 0.029
[epoch_17, batch_500] loss: 0.033
[epoch_17, batch_550] loss: 0.042
[epoch_17, batch_600] loss: 0.032
[epoch_17, batch_650] loss: 0.037
[epoch_17, batch_700] loss: 0.034
[epoch_17, batch_750] loss: 0.032
[epoch_17, batch_800] loss: 0.030
[epoch_17, batch_850] loss: 0.029
[epoch_17, batch_900] loss: 0.030
[epoch_17, batch_950] loss: 0.038
[epoch_17, batch_1000] loss: 0.029
[epoch_17, batch_1050] loss: 0.040
[epoch_17, batch_1100] loss: 0.028
[epoch_17, batch_1150] loss: 0.039
[epoch_17, batch_1200] loss: 0.033
[epoch_17, batch_1250] loss: 0.034
[epoch_17, batch_1300] loss: 0.034
[epoch_17, batch_1350] loss: 0.034
[epoch_18, batch_50] loss: 0.071
[epoch_18, batch_100] loss: 0.023
[epoch_18, batch_150] loss: 0.028
[epoch_18, batch_200] loss: 0.028
[epoch_18, batch_250] loss: 0.019
[epoch_18, batch_300] loss: 0.039
[epoch_18, batch_350] loss: 0.038
[epoch_18, batch_400] loss: 0.030
[epoch_18, batch_450] loss: 0.028
[epoch_18, batch_500] loss: 0.036
[epoch_18, batch_550] loss: 0.030
[epoch_18, batch_600] loss: 0.029
[epoch_18, batch_650] loss: 0.036
[epoch_18, batch_700] loss: 0.037
[epoch_18, batch_750] loss: 0.027
[epoch_18, batch_800] loss: 0.028
[epoch_18, batch_850] loss: 0.038
[epoch_18, batch_900] loss: 0.024
[epoch_18, batch_950] loss: 0.046
[epoch_18, batch_1000] loss: 0.028
[epoch_18, batch_1050] loss: 0.031
[epoch_18, batch_1100] loss: 0.039
[epoch_18, batch_1150] loss: 0.031
[epoch_18, batch_1200] loss: 0.035
[epoch_18, batch_1250] loss: 0.039
[epoch_18, batch_1300] loss: 0.028
[epoch_18, batch_1350] loss: 0.035
[epoch_19, batch_50] loss: 0.055
[epoch_19, batch_100] loss: 0.033
[epoch_19, batch_150] loss: 0.027
[epoch_19, batch_200] loss: 0.024
[epoch_19, batch_250] loss: 0.024
[epoch_19, batch_300] loss: 0.037
[epoch_19, batch_350] loss: 0.029
[epoch_19, batch_400] loss: 0.026
[epoch_19, batch_450] loss: 0.024
[epoch_19, batch_500] loss: 0.025
[epoch_19, batch_550] loss: 0.024
[epoch_19, batch_600] loss: 0.030
[epoch_19, batch_650] loss: 0.028
[epoch_19, batch_700] loss: 0.048
[epoch_19, batch_750] loss: 0.031
[epoch_19, batch_800] loss: 0.024
[epoch_19, batch_850] loss: 0.024
[epoch_19, batch_900] loss: 0.023
[epoch_19, batch_950] loss: 0.040
[epoch_19, batch_1000] loss: 0.038
[epoch_19, batch_1050] loss: 0.028
[epoch_19, batch_1100] loss: 0.028
[epoch_19, batch_1150] loss: 0.021
[epoch_19, batch_1200] loss: 0.030
[epoch_19, batch_1250] loss: 0.027
[epoch_19, batch_1300] loss: 0.037
[epoch_19, batch_1350] loss: 0.029
[epoch_20, batch_50] loss: 0.058
[epoch_20, batch_100] loss: 0.025
[epoch_20, batch_150] loss: 0.024
[epoch_20, batch_200] loss: 0.033
[epoch_20, batch_250] loss: 0.028
[epoch_20, batch_300] loss: 0.026
[epoch_20, batch_350] loss: 0.023
[epoch_20, batch_400] loss: 0.026
[epoch_20, batch_450] loss: 0.029
[epoch_20, batch_500] loss: 0.020
[epoch_20, batch_550] loss: 0.025
[epoch_20, batch_600] loss: 0.020
[epoch_20, batch_650] loss: 0.032
[epoch_20, batch_700] loss: 0.024
[epoch_20, batch_750] loss: 0.027
[epoch_20, batch_800] loss: 0.034
[epoch_20, batch_850] loss: 0.029
[epoch_20, batch_900] loss: 0.023
[epoch_20, batch_950] loss: 0.028
[epoch_20, batch_1000] loss: 0.028
[epoch_20, batch_1050] loss: 0.027
[epoch_20, batch_1100] loss: 0.022
[epoch_20, batch_1150] loss: 0.034
[epoch_20, batch_1200] loss: 0.024
[epoch_20, batch_1250] loss: 0.035
[epoch_20, batch_1300] loss: 0.028
[epoch_20, batch_1350] loss: 0.038
[epoch_21, batch_50] loss: 0.063
[epoch_21, batch_100] loss: 0.021
[epoch_21, batch_150] loss: 0.030
[epoch_21, batch_200] loss: 0.021
[epoch_21, batch_250] loss: 0.025
[epoch_21, batch_300] loss: 0.021
[epoch_21, batch_350] loss: 0.033
[epoch_21, batch_400] loss: 0.039
[epoch_21, batch_450] loss: 0.021
[epoch_21, batch_500] loss: 0.021
[epoch_21, batch_550] loss: 0.024
[epoch_21, batch_600] loss: 0.026
[epoch_21, batch_650] loss: 0.028
[epoch_21, batch_700] loss: 0.028
[epoch_21, batch_750] loss: 0.022
[epoch_21, batch_800] loss: 0.040
[epoch_21, batch_850] loss: 0.027
[epoch_21, batch_900] loss: 0.024
[epoch_21, batch_950] loss: 0.024
[epoch_21, batch_1000] loss: 0.032
[epoch_21, batch_1050] loss: 0.034
[epoch_21, batch_1100] loss: 0.033
[epoch_21, batch_1150] loss: 0.025
[epoch_21, batch_1200] loss: 0.028
[epoch_21, batch_1250] loss: 0.021
[epoch_21, batch_1300] loss: 0.022
[epoch_21, batch_1350] loss: 0.024
[epoch_22, batch_50] loss: 0.053
[epoch_22, batch_100] loss: 0.021
[epoch_22, batch_150] loss: 0.026
[epoch_22, batch_200] loss: 0.017
[epoch_22, batch_250] loss: 0.023
[epoch_22, batch_300] loss: 0.022
[epoch_22, batch_350] loss: 0.024
[epoch_22, batch_400] loss: 0.021
[epoch_22, batch_450] loss: 0.032
[epoch_22, batch_500] loss: 0.030
[epoch_22, batch_550] loss: 0.026
[epoch_22, batch_600] loss: 0.036
[epoch_22, batch_650] loss: 0.024
[epoch_22, batch_700] loss: 0.021
[epoch_22, batch_750] loss: 0.024
[epoch_22, batch_800] loss: 0.023
[epoch_22, batch_850] loss: 0.029
[epoch_22, batch_900] loss: 0.023
[epoch_22, batch_950] loss: 0.019
[epoch_22, batch_1000] loss: 0.024
[epoch_22, batch_1050] loss: 0.043
[epoch_22, batch_1100] loss: 0.026
[epoch_22, batch_1150] loss: 0.027
[epoch_22, batch_1200] loss: 0.030
[epoch_22, batch_1250] loss: 0.024
[epoch_22, batch_1300] loss: 0.024
[epoch_22, batch_1350] loss: 0.018
[epoch_23, batch_50] loss: 0.035
[epoch_23, batch_100] loss: 0.027
[epoch_23, batch_150] loss: 0.020
[epoch_23, batch_200] loss: 0.015
[epoch_23, batch_250] loss: 0.016
[epoch_23, batch_300] loss: 0.023
[epoch_23, batch_350] loss: 0.026
[epoch_23, batch_400] loss: 0.011
[epoch_23, batch_450] loss: 0.020
[epoch_23, batch_500] loss: 0.034
[epoch_23, batch_550] loss: 0.026
[epoch_23, batch_600] loss: 0.012
[epoch_23, batch_650] loss: 0.022
[epoch_23, batch_700] loss: 0.033
[epoch_23, batch_750] loss: 0.027
[epoch_23, batch_800] loss: 0.023
[epoch_23, batch_850] loss: 0.022
[epoch_23, batch_900] loss: 0.025
[epoch_23, batch_950] loss: 0.027
[epoch_23, batch_1000] loss: 0.027
[epoch_23, batch_1050] loss: 0.024
[epoch_23, batch_1100] loss: 0.022
[epoch_23, batch_1150] loss: 0.023
[epoch_23, batch_1200] loss: 0.031
[epoch_23, batch_1250] loss: 0.034
[epoch_23, batch_1300] loss: 0.027
[epoch_23, batch_1350] loss: 0.021
[epoch_24, batch_50] loss: 0.036
[epoch_24, batch_100] loss: 0.017
[epoch_24, batch_150] loss: 0.016
[epoch_24, batch_200] loss: 0.015
[epoch_24, batch_250] loss: 0.020
[epoch_24, batch_300] loss: 0.018
[epoch_24, batch_350] loss: 0.022
[epoch_24, batch_400] loss: 0.018
[epoch_24, batch_450] loss: 0.022
[epoch_24, batch_500] loss: 0.026
[epoch_24, batch_550] loss: 0.018
[epoch_24, batch_600] loss: 0.023
[epoch_24, batch_650] loss: 0.023
[epoch_24, batch_700] loss: 0.025
[epoch_24, batch_750] loss: 0.033
[epoch_24, batch_800] loss: 0.016
[epoch_24, batch_850] loss: 0.019
[epoch_24, batch_900] loss: 0.031
[epoch_24, batch_950] loss: 0.025
[epoch_24, batch_1000] loss: 0.024
[epoch_24, batch_1050] loss: 0.023
[epoch_24, batch_1100] loss: 0.016
[epoch_24, batch_1150] loss: 0.027
[epoch_24, batch_1200] loss: 0.028
[epoch_24, batch_1250] loss: 0.030
[epoch_24, batch_1300] loss: 0.023
[epoch_24, batch_1350] loss: 0.017
[epoch_25, batch_50] loss: 0.042
[epoch_25, batch_100] loss: 0.011
[epoch_25, batch_150] loss: 0.014
[epoch_25, batch_200] loss: 0.022
[epoch_25, batch_250] loss: 0.015
[epoch_25, batch_300] loss: 0.020
[epoch_25, batch_350] loss: 0.020
[epoch_25, batch_400] loss: 0.017
[epoch_25, batch_450] loss: 0.016
[epoch_25, batch_500] loss: 0.016
[epoch_25, batch_550] loss: 0.017
[epoch_25, batch_600] loss: 0.022
[epoch_25, batch_650] loss: 0.020
[epoch_25, batch_700] loss: 0.012
[epoch_25, batch_750] loss: 0.017
[epoch_25, batch_800] loss: 0.022
[epoch_25, batch_850] loss: 0.021
[epoch_25, batch_900] loss: 0.022
[epoch_25, batch_950] loss: 0.021
[epoch_25, batch_1000] loss: 0.022
[epoch_25, batch_1050] loss: 0.024
[epoch_25, batch_1100] loss: 0.025
[epoch_25, batch_1150] loss: 0.030
[epoch_25, batch_1200] loss: 0.020
[epoch_25, batch_1250] loss: 0.018
[epoch_25, batch_1300] loss: 0.022
[epoch_25, batch_1350] loss: 0.018
[epoch_26, batch_50] loss: 0.043
[epoch_26, batch_100] loss: 0.022
[epoch_26, batch_150] loss: 0.017
[epoch_26, batch_200] loss: 0.022
[epoch_26, batch_250] loss: 0.020
[epoch_26, batch_300] loss: 0.016
[epoch_26, batch_350] loss: 0.018
[epoch_26, batch_400] loss: 0.019
[epoch_26, batch_450] loss: 0.016
[epoch_26, batch_500] loss: 0.017
[epoch_26, batch_550] loss: 0.025
[epoch_26, batch_600] loss: 0.020
[epoch_26, batch_650] loss: 0.018
[epoch_26, batch_700] loss: 0.019
[epoch_26, batch_750] loss: 0.018
[epoch_26, batch_800] loss: 0.018
[epoch_26, batch_850] loss: 0.016
[epoch_26, batch_900] loss: 0.018
[epoch_26, batch_950] loss: 0.022
[epoch_26, batch_1000] loss: 0.017
[epoch_26, batch_1050] loss: 0.023
[epoch_26, batch_1100] loss: 0.016
[epoch_26, batch_1150] loss: 0.016
[epoch_26, batch_1200] loss: 0.023
[epoch_26, batch_1250] loss: 0.021
[epoch_26, batch_1300] loss: 0.024
[epoch_26, batch_1350] loss: 0.021
[epoch_27, batch_50] loss: 0.044
[epoch_27, batch_100] loss: 0.019
[epoch_27, batch_150] loss: 0.022
[epoch_27, batch_200] loss: 0.016
[epoch_27, batch_250] loss: 0.022
[epoch_27, batch_300] loss: 0.018
[epoch_27, batch_350] loss: 0.025
[epoch_27, batch_400] loss: 0.022
[epoch_27, batch_450] loss: 0.016
[epoch_27, batch_500] loss: 0.013
[epoch_27, batch_550] loss: 0.013
[epoch_27, batch_600] loss: 0.020
[epoch_27, batch_650] loss: 0.016
[epoch_27, batch_700] loss: 0.012
[epoch_27, batch_750] loss: 0.020
[epoch_27, batch_800] loss: 0.028
[epoch_27, batch_850] loss: 0.028
[epoch_27, batch_900] loss: 0.018
[epoch_27, batch_950] loss: 0.024
[epoch_27, batch_1000] loss: 0.013
[epoch_27, batch_1050] loss: 0.014
[epoch_27, batch_1100] loss: 0.024
[epoch_27, batch_1150] loss: 0.032
[epoch_27, batch_1200] loss: 0.022
[epoch_27, batch_1250] loss: 0.021
[epoch_27, batch_1300] loss: 0.015
[epoch_27, batch_1350] loss: 0.028
[epoch_28, batch_50] loss: 0.037
[epoch_28, batch_100] loss: 0.016
[epoch_28, batch_150] loss: 0.017
[epoch_28, batch_200] loss: 0.019
[epoch_28, batch_250] loss: 0.018
[epoch_28, batch_300] loss: 0.011
[epoch_28, batch_350] loss: 0.012
[epoch_28, batch_400] loss: 0.027
[epoch_28, batch_450] loss: 0.019
[epoch_28, batch_500] loss: 0.015
[epoch_28, batch_550] loss: 0.017
[epoch_28, batch_600] loss: 0.019
[epoch_28, batch_650] loss: 0.025
[epoch_28, batch_700] loss: 0.019
[epoch_28, batch_750] loss: 0.027
[epoch_28, batch_800] loss: 0.021
[epoch_28, batch_850] loss: 0.013
[epoch_28, batch_900] loss: 0.014
[epoch_28, batch_950] loss: 0.015
[epoch_28, batch_1000] loss: 0.014
[epoch_28, batch_1050] loss: 0.017
[epoch_28, batch_1100] loss: 0.015
[epoch_28, batch_1150] loss: 0.018
[epoch_28, batch_1200] loss: 0.013
[epoch_28, batch_1250] loss: 0.009
[epoch_28, batch_1300] loss: 0.020
[epoch_28, batch_1350] loss: 0.016
[epoch_29, batch_50] loss: 0.034
[epoch_29, batch_100] loss: 0.012
[epoch_29, batch_150] loss: 0.015
[epoch_29, batch_200] loss: 0.021
[epoch_29, batch_250] loss: 0.013
[epoch_29, batch_300] loss: 0.016
[epoch_29, batch_350] loss: 0.018
[epoch_29, batch_400] loss: 0.013
[epoch_29, batch_450] loss: 0.014
[epoch_29, batch_500] loss: 0.019
[epoch_29, batch_550] loss: 0.013
[epoch_29, batch_600] loss: 0.011
[epoch_29, batch_650] loss: 0.012
[epoch_29, batch_700] loss: 0.011
[epoch_29, batch_750] loss: 0.023
[epoch_29, batch_800] loss: 0.011
[epoch_29, batch_850] loss: 0.017
[epoch_29, batch_900] loss: 0.017
[epoch_29, batch_950] loss: 0.023
[epoch_29, batch_1000] loss: 0.018
[epoch_29, batch_1050] loss: 0.015
[epoch_29, batch_1100] loss: 0.016
[epoch_29, batch_1150] loss: 0.010
[epoch_29, batch_1200] loss: 0.016
[epoch_29, batch_1250] loss: 0.019
[epoch_29, batch_1300] loss: 0.016
[epoch_29, batch_1350] loss: 0.020
[epoch_30, batch_50] loss: 0.059
[epoch_30, batch_100] loss: 0.018
[epoch_30, batch_150] loss: 0.018
[epoch_30, batch_200] loss: 0.012
[epoch_30, batch_250] loss: 0.015
[epoch_30, batch_300] loss: 0.012
[epoch_30, batch_350] loss: 0.018
[epoch_30, batch_400] loss: 0.020
[epoch_30, batch_450] loss: 0.017
[epoch_30, batch_500] loss: 0.017
[epoch_30, batch_550] loss: 0.014
[epoch_30, batch_600] loss: 0.016
[epoch_30, batch_650] loss: 0.017
[epoch_30, batch_700] loss: 0.013
[epoch_30, batch_750] loss: 0.012
[epoch_30, batch_800] loss: 0.011
[epoch_30, batch_850] loss: 0.012
[epoch_30, batch_900] loss: 0.014
[epoch_30, batch_950] loss: 0.017
[epoch_30, batch_1000] loss: 0.018
[epoch_30, batch_1050] loss: 0.021
[epoch_30, batch_1100] loss: 0.030
[epoch_30, batch_1150] loss: 0.024
[epoch_30, batch_1200] loss: 0.019
[epoch_30, batch_1250] loss: 0.023
[epoch_30, batch_1300] loss: 0.021
[epoch_30, batch_1350] loss: 0.013
[epoch_31, batch_50] loss: 0.016
[epoch_31, batch_100] loss: 0.013
[epoch_31, batch_150] loss: 0.011
[epoch_31, batch_200] loss: 0.013
[epoch_31, batch_250] loss: 0.029
[epoch_31, batch_300] loss: 0.012
[epoch_31, batch_350] loss: 0.016
[epoch_31, batch_400] loss: 0.008
[epoch_31, batch_450] loss: 0.014
[epoch_31, batch_500] loss: 0.012
[epoch_31, batch_550] loss: 0.012
[epoch_31, batch_600] loss: 0.009
[epoch_31, batch_650] loss: 0.011
[epoch_31, batch_700] loss: 0.014
[epoch_31, batch_750] loss: 0.010
[epoch_31, batch_800] loss: 0.011
[epoch_31, batch_850] loss: 0.025
[epoch_31, batch_900] loss: 0.017
[epoch_31, batch_950] loss: 0.016
[epoch_31, batch_1000] loss: 0.011
[epoch_31, batch_1050] loss: 0.016
[epoch_31, batch_1100] loss: 0.018
[epoch_31, batch_1150] loss: 0.019
[epoch_31, batch_1200] loss: 0.017
[epoch_31, batch_1250] loss: 0.015
[epoch_31, batch_1300] loss: 0.020
[epoch_31, batch_1350] loss: 0.013
[epoch_32, batch_50] loss: 0.034
[epoch_32, batch_100] loss: 0.018
[epoch_32, batch_150] loss: 0.015
[epoch_32, batch_200] loss: 0.011
[epoch_32, batch_250] loss: 0.008
[epoch_32, batch_300] loss: 0.015
[epoch_32, batch_350] loss: 0.013
[epoch_32, batch_400] loss: 0.011
[epoch_32, batch_450] loss: 0.014
[epoch_32, batch_500] loss: 0.013
[epoch_32, batch_550] loss: 0.015
[epoch_32, batch_600] loss: 0.020
[epoch_32, batch_650] loss: 0.030
[epoch_32, batch_700] loss: 0.012
[epoch_32, batch_750] loss: 0.015
[epoch_32, batch_800] loss: 0.023
[epoch_32, batch_850] loss: 0.018
[epoch_32, batch_900] loss: 0.022
[epoch_32, batch_950] loss: 0.024
[epoch_32, batch_1000] loss: 0.022
[epoch_32, batch_1050] loss: 0.012
[epoch_32, batch_1100] loss: 0.011
[epoch_32, batch_1150] loss: 0.013
[epoch_32, batch_1200] loss: 0.015
[epoch_32, batch_1250] loss: 0.012
[epoch_32, batch_1300] loss: 0.025
[epoch_32, batch_1350] loss: 0.019
[epoch_33, batch_50] loss: 0.026
[epoch_33, batch_100] loss: 0.010
[epoch_33, batch_150] loss: 0.011
[epoch_33, batch_200] loss: 0.009
[epoch_33, batch_250] loss: 0.010
[epoch_33, batch_300] loss: 0.013
[epoch_33, batch_350] loss: 0.011
[epoch_33, batch_400] loss: 0.009
[epoch_33, batch_450] loss: 0.008
[epoch_33, batch_500] loss: 0.010
[epoch_33, batch_550] loss: 0.012
[epoch_33, batch_600] loss: 0.013
[epoch_33, batch_650] loss: 0.011
[epoch_33, batch_700] loss: 0.009
[epoch_33, batch_750] loss: 0.012
[epoch_33, batch_800] loss: 0.014
[epoch_33, batch_850] loss: 0.013
[epoch_33, batch_900] loss: 0.016
[epoch_33, batch_950] loss: 0.017
[epoch_33, batch_1000] loss: 0.015
[epoch_33, batch_1050] loss: 0.011
[epoch_33, batch_1100] loss: 0.010
[epoch_33, batch_1150] loss: 0.012
[epoch_33, batch_1200] loss: 0.028
[epoch_33, batch_1250] loss: 0.014
[epoch_33, batch_1300] loss: 0.009
[epoch_33, batch_1350] loss: 0.015
[epoch_34, batch_50] loss: 0.019
[epoch_34, batch_100] loss: 0.008
[epoch_34, batch_150] loss: 0.007
[epoch_34, batch_200] loss: 0.008
[epoch_34, batch_250] loss: 0.014
[epoch_34, batch_300] loss: 0.009
[epoch_34, batch_350] loss: 0.010
[epoch_34, batch_400] loss: 0.009
[epoch_34, batch_450] loss: 0.014
[epoch_34, batch_500] loss: 0.010
[epoch_34, batch_550] loss: 0.010
[epoch_34, batch_600] loss: 0.010
[epoch_34, batch_650] loss: 0.012
[epoch_34, batch_700] loss: 0.010
[epoch_34, batch_750] loss: 0.019
[epoch_34, batch_800] loss: 0.018
[epoch_34, batch_850] loss: 0.021
[epoch_34, batch_900] loss: 0.037
[epoch_34, batch_950] loss: 0.015
[epoch_34, batch_1000] loss: 0.011
[epoch_34, batch_1050] loss: 0.012
[epoch_34, batch_1100] loss: 0.010
[epoch_34, batch_1150] loss: 0.015
[epoch_34, batch_1200] loss: 0.016
[epoch_34, batch_1250] loss: 0.012
[epoch_34, batch_1300] loss: 0.009
[epoch_34, batch_1350] loss: 0.010
[epoch_35, batch_50] loss: 0.016
[epoch_35, batch_100] loss: 0.015
[epoch_35, batch_150] loss: 0.012
[epoch_35, batch_200] loss: 0.007
[epoch_35, batch_250] loss: 0.007
[epoch_35, batch_300] loss: 0.015
[epoch_35, batch_350] loss: 0.012
[epoch_35, batch_400] loss: 0.008
[epoch_35, batch_450] loss: 0.014
[epoch_35, batch_500] loss: 0.007
[epoch_35, batch_550] loss: 0.010
[epoch_35, batch_600] loss: 0.016
[epoch_35, batch_650] loss: 0.013
[epoch_35, batch_700] loss: 0.010
[epoch_35, batch_750] loss: 0.014
[epoch_35, batch_800] loss: 0.008
[epoch_35, batch_850] loss: 0.015
[epoch_35, batch_900] loss: 0.022
[epoch_35, batch_950] loss: 0.011
[epoch_35, batch_1000] loss: 0.011
[epoch_35, batch_1050] loss: 0.009
[epoch_35, batch_1100] loss: 0.011
[epoch_35, batch_1150] loss: 0.015
[epoch_35, batch_1200] loss: 0.011
[epoch_35, batch_1250] loss: 0.024
[epoch_35, batch_1300] loss: 0.006
[epoch_35, batch_1350] loss: 0.013
[epoch_36, batch_50] loss: 0.019
[epoch_36, batch_100] loss: 0.012
[epoch_36, batch_150] loss: 0.012
[epoch_36, batch_200] loss: 0.013
[epoch_36, batch_250] loss: 0.010
[epoch_36, batch_300] loss: 0.010
[epoch_36, batch_350] loss: 0.008
[epoch_36, batch_400] loss: 0.017
[epoch_36, batch_450] loss: 0.010
[epoch_36, batch_500] loss: 0.011
[epoch_36, batch_550] loss: 0.025
[epoch_36, batch_600] loss: 0.020
[epoch_36, batch_650] loss: 0.016
[epoch_36, batch_700] loss: 0.013
[epoch_36, batch_750] loss: 0.012
[epoch_36, batch_800] loss: 0.013
[epoch_36, batch_850] loss: 0.014
